Text_Type,Chapter,Shloka,Charan,Start_sec,End_sec,Transcript_Devanagari,Expected_Text_From_CSV,Words,Confidence,Status,Notes
Shloka,3,4,B,80.2,84.5,नैष्कर्म्यं पुरुषोऽश्नुते,नैष्कर्म्यं पुरुषोऽश्नुते,"नैष्कर्म्यम्, पुरुषः, अश्नुते",High,Correct,Exact match
Shloka,3,4,C,84.5,88.5,न च संन्यसनादेव,न च संन्यसनादेव,"न, च, संन्यसनात्, एव",High,Correct,Exact match
Shloka,3,4,D,88.5,93.8,सिद्धिं समधिगच्छति,सिद्धिं समधिगच्छति,"सिद्धिम्, समधिगच्छति",High,Correct,Exact match
Shloka,3,5,A,93.8,98.2,न हि कश्चित्क्षणमपि,न हि कश्चित्क्षणमपि,"न, हि, कश्चित्, क्षणम्, अपि",High,Correct,Exact match
Shloka,3,5,B,98.2,102.5,जातु तिष्ठत्यकर्मकृत्,जातु तिष्ठत्यकर्मकृत्,"जातु, तिष्ठति, अकर्मकृत्",High,Correct,Exact match
Shloka,3,5,C,102.5,106.5,कार्यते ह्यवशः कर्म,कार्यते ह्यवशः कर्म,"कार्यते, हि, अवशः, कर्म",High,Correct,Exact match
Shloka,3,5,D,106.5,112,सर्वः प्रकृतिजैर्गुणैः,सर्वः प्रकृतिजैर्गुणैः,"सर्वः, प्रकृतिजैः, गुणैः",High,Correct,Exact match
Shloka,3,6,A,112,116.5,कर्मेन्द्रियाणि संयम्य,कर्मेन्द्रियाणि संयम्य,"कर्मेन्द्रियाणि, संयम्य",High,Correct,Exact match
Shloka,3,6,B,116.5,120.8,य आस्ते मनसा स्मरन्,य आस्ते मनसा स्मरन्,"यः, आस्ते, मनसा, स्मरन्",High,Correct,Exact match
Shloka,3,6,C,120.8,124.8,इन्द्रियार्थान्विमूढात्मा,इन्द्रियार्थान्विमूढात्मा,"इन्द्रियार्थान्, विमूढात्मा",High,Correct,Exact match
Shloka,3,6,D,124.8,130.2,मिथ्याचारः स उच्यते,मिथ्याचारः स उच्यते,"मिथ्याचारः, सः, उच्यते",High,Correct,Exact match
Shloka,3,7,A,130.2,134.8,यस्त्विन्द्रियाणि मनसा,यस्त्विन्द्रियाणि मनसा,"यः, तु, इन्द्रियाणि, मनसा",High,Correct,Exact match
Shloka,3,7,B,134.8,139,नियम्यारभतेऽर्जुन,नियम्यारभतेऽर्जुन,"नियम्य, आरभते, अर्जुन",High,Correct,Exact match
Shloka,3,7,C,139,143,कर्मेन्द्रियैः कर्मयोगम्,कर्मेन्द्रियैः कर्मयोगम्,"कर्मेन्द्रियैः, कर्मयोगम्",High,Correct,Exact match
Shloka,3,7,D,143,148.5,असक्तः स विशिष्यते,असक्तः स विशिष्यते,"असक्तः, सः, विशिष्यते",High,Correct,Exact match
Shloka,3,8,A,148.5,153,नियतं कुरु कर्म त्वं,नियतं कुरु कर्म त्वं,"नियतम्, कुरु, कर्म, त्वम्",High,Correct,Exact match
Shloka,3,8,B,153,157.2,कर्म ज्यायो ह्यकर्मणः,कर्म ज्यायो ह्यकर्मणः,"कर्म, ज्यायः, हि, अकर्मणः",High,Correct,Exact match
Shloka,3,8,C,157.2,161.2,शरीरयात्रापि च ते,शरीरयात्रापि च ते,"शरीरयात्रा, अपि, च, ते",High,Correct,Exact match
Shloka,3,8,D,161.2,166.5,न प्रसिद्धयेदकर्मणः,न प्रसिद्धयेदकर्मणः,"न, प्रसिद्धयेत्, अकर्मणः",High,Correct,Exact match
Shloka,3,9,A,166.5,171,यज्ञार्थात्कर्मणोऽन्यत्र,यज्ञार्थात्कर्मणोऽन्यत्र,"यज्ञार्थात्, कर्मणः, अन्यत्र",High,Correct,Exact match
Shloka,3,9,B,171,175.2,लोकोऽयं कर्मबंधनः,लोकोऽयं कर्मबंधनः,"लोकः, अयम्, कर्मबन्धनः",High,Correct,Exact match
Shloka,3,9,C,175.2,179.2,तदर्थं कर्म कौन्तेय,तदर्थं कर्म कौन्तेय,"तदर्थम्, कर्म, कौन्तेय",High,Correct,Exact match
Shloka,3,9,D,179.2,184.8,मुक्तसङ्गः समाचर,मुक्तसङ्गः समाचर,"मुक्तसङ्गः, समाचर",High,Correct,Exact match
Shloka,3,10,A,184.8,189.5,सहयज्ञाः प्रजाः सृष्ट्वा,सहयज्ञाः प्रजाः सृष्ट्वा,"सहयज्ञाः, प्रजाः, सृष्ट्वा",High,Correct,Exact match
Shloka,3,10,B,189.5,193.8,पुरोवाच प्रजापतिः,पुरोवाच प्रजापतिः,"पुरा, उवाच, प्रजापतिः",High,Correct,Exact match
Shloka,3,10,C,193.8,197.8,अनेन प्रसविष्यध्वम्,अनेन प्रसविष्यध्वम्,"अनेन, प्रसविष्यध्वम्",High,Correct,Exact match
Shloka,3,10,D,197.8,203.2,एष वोऽस्त्विष्टकामधुक्,एष वोऽस्त्विष्टकामधुक्,"एषः, वः, अस्तु, इष्टकामधुक्",High,Correct,Exact match
Shloka,3,11,A,203.2,207.8,देवान्भावयतानेन,देवान्भावयतानेन,"देवान्, भावयत, अनेन",High,Correct,Exact match
Shloka,3,11,B,207.8,212,ते देवा भावयन्तु वः,ते देवा भावयन्तु वः,"ते, देवाः, भावयन्तु, वः",High,Correct,Exact match
Shloka,3,11,C,212,216,परस्परं भावयन्तः,परस्परं भावयन्तः,"परस्परम्, भावयन्तः",High,Correct,Exact match
Shloka,3,11,D,216,221.5,श्रेयः परमवाप्स्यथ,श्रेयः परमवाप्स्यथ,"श्रेयः, परम्, अवाप्स्यथ",High,Correct,Exact match
Shloka,3,12,A,221.5,226,इष्टान्भोगान्हि वो देवा,इष्टान्भोगान्हि वो देवा,"इष्टान्, भोगान्, हि, वः, देवाः",High,Correct,Exact match
Shloka,3,12,B,226,230.2,दास्यन्ते यज्ञभाविताः,दास्यन्ते यज्ञभाविताः,"दास्यन्ते, यज्ञभाविताः",High,Correct,Exact match
Shloka,3,12,C,230.2,234.2,तैर्दत्तानप्रदायैभ्यो,तैर्दत्तानप्रदायैभ्यो,"तैः, दत्तान्, अप्रदाय, एभ्यः",High,Correct,Exact match
Shloka,3,12,D,234.2,239.8,यो भुङ्क्ते स्तेन एव सः,यो भुङ्क्ते स्तेन एव सः,"यः, भुङ्क्ते, स्तेनः, एव, सः",High,Correct,Exact match
Shloka,3,13,A,239.8,244.5,यज्ञशिष्टाशिनः सन्तो,यज्ञशिष्टाशिनः सन्तो,"यज्ञशिष्टाशिनः, सन्तः",High,Correct,Exact match
Shloka,3,13,B,244.5,248.8,मुच्यन्ते सर्वकिल्बिषैः,मुच्यन्ते सर्वकिल्बिषैः,"मुच्यन्ते, सर्वकिल्बिषैः",High,Correct,Exact match
Shloka,3,13,C,248.8,252.8,भुञ्जते ते त्वघं पापा,भुञ्जते ते त्वघं पापा,"भुञ्जते, ते, तु, अघम्, पापाः",High,Correct,Exact match
Shloka,3,13,D,252.8,258.2,ये पचन्त्यात्मकारणात्,ये पचन्त्यात्मकारणात्,"ye, पचन्ति, आत्मकारणात्",High,Correct,Exact match
Shloka,3,14,A,258.2,262.8,अन्नाद्भवन्ति भूतानि,अन्नाद्भवन्ति भूतानि,"अन्नात, भवन्ति, भूतानि",High,Correct,Exact match
Shloka,3,14,B,262.8,267,पर्जन्यादन्नसम्भवः,पर्जन्यादन्नसम्भवः,"पर्जन्यात्, अन्नसम्भवः",High,Correct,Exact match
Shloka,3,14,C,267,271,यज्ञाद्भवति पर्जन्यो,यज्ञाद्भवति पर्जन्यो,"यज्ञात्, भवति, पर्जन्यः",High,Correct,Exact match
Shloka,3,14,D,271,276.5,यज्ञः कर्मसमुद्भवः,यज्ञः कर्मसमुद्भवः,"यज्ञः, कर्मसमुद्भवः",High,Correct,Exact match
Shloka,3,15,A,276.5,281,कर्म ब्रह्मोद्भवं विद्धि,कर्म ब्रह्मोद्भवं विद्धि,"कर्म, ब्रह्मोद्भवम्, विद्धि",High,Correct,Exact match
Shloka,3,15,B,281,285.2,ब्रह्माक्षरसमुद्भवम्,ब्रह्माक्षरसमुद्भवम्,"ब्रह्म, अक्षरसमुद्भवम्",High,Correct,Exact match
Shloka,3,15,C,285.2,289.2,तस्मात्सर्वगतं ब्रह्म,तस्मात्सर्वगतं ब्रह्म,"तस्मात्, सर्वगतम्, ब्रह्म",High,Correct,Exact match
Shloka,3,15,D,289.2,294.8,नित्यं यज्ञे प्रतिष्ठितम्,नित्यं यज्ञे प्रतिष्ठितम्,"नित्यम्, यज्ञे, प्रतिष्ठितम्",High,Correct,Exact match
Shloka,3,16,A,294.8,299.5,एवं प्रवर्तितं चक्रं,एवं प्रवर्तितं चक्रं,"एवम्, प्रवर्तितम्, चक्रम्",High,Correct,Exact match
Shloka,3,16,B,299.5,303.8,नानुवर्तयतीह यः,नानुवर्तयतीह यः,"न, अनुवर्तयति, इह, यः",High,Correct,Exact match
Shloka,3,16,C,303.8,307.8,अघायुरिन्द्रियारामो,अघायुरिन्द्रियारामो,"अघायुः, इन्द्रियारामः",High,Correct,Exact match
Shloka,3,16,D,307.8,313.2,मोघं पार्थ स जीवति,मोघं पार्थ स जीवति,"मोघम्, पार्थ, सः, जीवति",High,Correct,Exact match
Shloka,3,17,A,313.2,318,यस्त्वात्मरतिरेव स्याद्,यस्त्वात्मरतिरेव स्याद्,"यः, तु, आत्मरतिः, एव, स्यात्",High,Correct,Exact match
Shloka,3,17,B,318,322.2,आत्मतृप्तश्च मानवः,आत्मतृप्तश्च मानवः,"आत्मतृप्तः, च, मानवः",High,Correct,Exact match
Shloka,3,17,C,322.2,326.2,आत्मन्येव च सन्तुष्टस्,आत्मन्येव च सन्तुष्टस्,"आत्मनि, एव, च, सन्तुष्टः",High,Correct,Exact match
Shloka,3,17,D,326.2,331.5,तस्य कार्यं न विद्यते,तस्य कार्यं न विद्यते,"तस्य, कार्यम्, न, विद्यते",High,Correct,Exact match
Shloka,3,18,A,331.5,336,नैव तस्य कृतेनार्थो,नैव तस्य कृतेनार्थो,"न, एव, तस्य, कृतेन, अर्थः",High,Correct,Exact match
Shloka,3,18,B,336,340.2,नाकृतेनेह कश्चन,नाकृतेनेह कश्चन,"न, अकृतेन, इह, कश्चन",High,Correct,Exact match
Shloka,3,18,C,340.2,344.2,न चास्य सर्वभूतेषु,न चास्य सर्वभूतेषु,"न, च, अस्य, सर्वभूतेषु",High,Correct,Exact match
Shloka,3,18,D,344.2,349.8,कश्चिदर्थव्यपाश्रयः,कश्चिदर्थव्यपाश्रयः,"कश्चित्, अर्थ, व्यपाश्रयः",High,Correct,Exact match
Shloka,3,19,A,349.8,354.5,तस्मादसक्तः सततम्,तस्मादसक्तः सततम्,"तस्मात्, असक्तः, सततम्",High,Correct,Exact match
Shloka,3,19,B,354.5,358.8,कार्यं कर्म समाचर,कार्यं कर्म समाचर,"कार्यम्, कर्म, समाचर",High,Correct,Exact match
Shloka,3,19,C,358.8,362.8,असक्तो ह्याचरन्कर्म,असक्तो ह्याचरन्कर्म,"असक्तः, हि, आचरन्, कर्म",High,Correct,Exact match
Shloka,3,19,D,362.8,368.2,परमप्नोति पूरुषः,परमप्नोति पूरुषः,"परम्, आप्नोति, पूरुषः",High,Correct,Exact match
Shloka,3,20,A,368.2,373,कर्मणैव हि संसिद्धिम्,कर्मणैव हि संसिद्धिम्,"कर्मणा, एव, हि, संसिद्धिम्",High,Correct,Exact match
Shloka,3,20,B,373,377.2,आस्थिता जनकादयः,आस्थिता जनकादयः,"आस्थिताः, जनकादयः",High,Correct,Exact match
Shloka,3,20,C,377.2,381.2,लोकसङ्ग्रहमेवापि,लोकसङ्ग्रहमेवापि,"लोकसङ्ग्रहम्, एव, अपि",High,Correct,Exact match
Shloka,3,20,D,381.2,386.5,सम्पश्यन्कर्तुमर्हसि,सम्पश्यन्कर्तुमर्हसि,"सम्पश्यन्, कर्तुम्, अर्हसि",High,Correct,Exact match
Shloka,3,21,A,386.5,391,यद्यदाचरति श्रेष्ठस्,यद्यदाचरति श्रेष्ठस्,"यत्, यत्, आचरति, श्रेष्ठः",High,Correct,Exact match
Shloka,3,21,B,391,395.2,तत्तदेवेतरो जनः,तत्तदेवेतरो जनः,"तत्, तत्, एव, इतरः, जनः",High,Correct,Exact match
Shloka,3,21,C,395.2,399.2,स यत्प्रमाणं कुरुते,स यत्प्रमाणं कुरुते,"सः, यत्, प्रमाणम्, कुरुते",High,Correct,Exact match
Shloka,3,21,D,399.2,404.8,लोकस्तदनुवर्तते,लोकस्तदनुवर्तते,"लोकः, तत्, अनुवर्तते",High,Correct,Exact match
Shloka,3,22,A,404.8,409.5,न मे पार्थास्ति कर्तव्यं,न मे पार्थास्ति कर्तव्यं,"न, मे, पार्थ, अस्ति, कर्तव्यम्",High,Correct,Exact match
Shloka,3,22,B,409.5,413.8,त्रिषु लोकेषु किञ्चन,त्रिषु लोकेषु किञ्चन,"त्रिषु, लोकेषु, किञ्चन",High,Correct,Exact match
Shloka,3,22,C,413.8,417.8,नानवाप्तमवाप्तव्यं,नानवाप्तमवाप्तव्यं,"न, अनवाप्तम्, अवाप्तव्यम्",High,Correct,Exact match
Shloka,3,22,D,417.8,423.2,वर्त एव च कर्मणि,वर्त एव च कर्मणि,"वर्ते, एव, च, कर्मणि",High,Correct,Exact match
Shloka,3,23,A,423.2,428,यदि ह्यहं न वर्तेयं,यदि ह्यहं न वर्तेयं,"यदि, हि, अहम्, न, वर्तेयम्",High,Correct,Exact match
Shloka,3,23,B,428,432.2,जातु कर्मण्यतन्द्रितः,जातु कर्मण्यतन्द्रितः,"जातु, कर्मणि, अतन्द्रितः",High,Correct,Exact match
Shloka,3,23,C,432.2,436.2,मम वर्त्मानुवर्तन्ते,मम वर्त्मानुवर्तन्ते,"मम, वर्त्म, अनुवर्तन्ते",High,Correct,Exact match
Shloka,3,23,D,436.2,441.5,मनुष्याः पार्थ सर्वशः,मनुष्याः पार्थ सर्वशः,"मनुष्याः, पार्थ, सर्वशः",High,Correct,Exact match
Shloka,3,24,A,441.5,446,उत्सीदेयुरिमे लोका,उत्सीदेयुरिमे लोका,"उत्सीदेयुः, इमे, लोकाः",High,Correct,Exact match
Shloka,3,24,B,446,450.2,न कुर्यां कर्म चेदहम्,न कुर्यां कर्म चेदहम्,"न, कुर्याम्, कर्म, चेत्, अहम्",High,Correct,Exact match
Shloka,3,24,C,450.2,445.2,सङ्करस्य च कर्ता स्याम्,सङ्करस्य च कर्ता स्याम्,"सङ्करस्य, च, कर्ता, स्याम्",High,Correct,Exact match
Shloka,3,24,D,454.2,459.8,उपहन्यामिमाः प्रजाः,उपहन्यामिमाः प्रजाः,"उपहन्याम्, इमाः, प्रजाः",High,Correct,Exact match
Shloka,3,25,A,459.8,464.5,सक्ताः कर्मण्यविद्वांसो,सक्ताः कर्मण्यविद्वांसो,"सक्ताः, कर्मणि, अविद्वांसः",High,Correct,Exact match
Shloka,3,25,B,464.5,468.8,यथा कुर्वन्ति भारत,यथा कुर्वन्ति भारत,"यथा, कुर्वन्ति, भारत",High,Correct,Exact match
Shloka,3,25,C,468.8,472.8,कुर्याद्विद्वांस्तथासक्तश्,कुर्याद्विद्वांस्तथासक्तश्,"कुर्यात्, विद्वान्, तथा, असक्तः",High,Correct,Exact match
Shloka,3,25,D,472.8,478.2,चिकीर्षुर्लोकसङ्ग्रहम्,चिकीर्षुर्लोकसङ्ग्रहम्,"चिकीर्षुः, लोकसङ्ग्रहम्",High,Correct,Exact match
Shloka,3,26,A,478.2,483,न बुद्धिभेदं जनयेद्,न बुद्धिभेदं जनयेद्,"न, बुद्धिभेदम्, जनयेत्",High,Correct,Exact match
Shloka,3,26,B,483,487.2,अज्ञानां कर्मसङ्गिनाम्,अज्ञानां कर्मसङ्गिनाम्,"अज्ञानाम्, कर्मसङ्गिनाम्",High,Correct,Exact match
Shloka,3,26,C,487.2,491.2,जोषयेत्सर्वकर्माणि,जोषयेत्सर्वकर्माणि,"जोषयेत्, सर्वकर्माणि",High,Correct,Exact match
Shloka,3,26,D,491.2,496.5,विद्वान्युक्तः समाचरन्,विद्वान्युक्तः समाचरन्,"विद्वान्, युक्तः, समाचरन्",High,Correct,Exact match
Shloka,3,27,A,496.5,501,प्रकृतेः क्रियमाणानि,प्रकृतेः क्रियमाणानि,"प्रकृतेः, क्रियमाणानि",High,Correct,Exact match
Shloka,3,27,B,501,505.2,गुणैः कर्माणि सर्वशः,गुणैः कर्माणि सर्वशः,"गुणैः, कर्माणि, सर्वशः",High,Correct,Exact match
Shloka,3,27,C,505.2,509.2,अहङ्कारविमूढात्मा,अहङ्कारविमूढात्मा,अहङ्कारविमूढात्मा,High,Correct,Exact match
Shloka,3,27,D,509.2,514.8,कर्ताहमिति मन्यते,कर्ताहमिति मन्यते,"कर्ता, अहम्, इति, मन्यते",High,Correct,Exact match
Shloka,3,28,A,514.8,519.5,तत्त्ववित्तु महाबाहो,तत्त्ववित्तु महाबाहो,"तत्त्ववित, तु, महाबाहो",High,Correct,Exact match
Shloka,3,28,B,519.5,523.8,गुणकर्मविभागयोः,गुणकर्मविभागयोः,गुणकर्मविभागयोः,High,Correct,Exact match
Shloka,3,28,C,523.8,527.8,गुणा गुणेषु वर्तन्त,गुणा गुणेषु वर्तन्त,"गुणाः, गुणेषु, वर्तन्ते",High,Correct,Exact match
Shloka,3,28,D,527.8,533.2,इति मत्वा न सज्जते,इति मत्वा न सज्जते,"इति, मत्वा, न, सज्जते",High,Correct,Exact match
Shloka,3,29,A,533.2,538,प्रकृतेर्गुणसम्मूढाः,प्रकृतेर्गुणसम्मूढाः,"प्रकृतेः, गुणसम्मूढाः",High,Correct,Exact match
Shloka,3,29,B,538,542.2,सज्जन्ते गुणकर्मसु,सज्जन्ते गुणकर्मसु,"सज्जन्ते, गुणकर्मसु",High,Correct,Exact match
Shloka,3,29,C,542.2,546.2,तानकृत्स्नविदो मन्दान्,तानकृत्स्नविदो मन्दान्,"तान्, अकृत्स्नविदः, मन्दान्",High,Correct,Exact match
Shloka,3,29,D,546.2,551.5,कृत्स्नविन्न विचालयेत्,कृत्स्नविन्न विचालयेत्,"कृत्स्नवित, न, विचालयेत्",High,Correct,Exact match
Shloka,3,30,A,551.5,556,मयि सर्वाणि कर्माणि,मयि सर्वाणि कर्माणि,"मयि, सर्वाणि, कर्माणि",High,Correct,Exact match
Shloka,3,30,B,556,560.2,संन्यस्याध्यात्मचेतसा,संन्यस्याध्यात्मचेतसा,"संन्यस्य, अध्यात्मचेतसा",High,Correct,Exact match
Shloka,3,30,C,560.2,564.2,निराशीर्निर्ममो भूत्वा,निराशीर्निर्ममो भूत्वा,"निराशीः, निर्ममः, भूत्वा",High,Correct,Exact match
Shloka,3,30,D,564.2,569.8,युध्यस्व विगतज्वरः,युध्यस्व विगतज्वरः,"युध्यस्व, विगतज्वरः",High,Correct,Exact match
Shloka,3,31,A,569.8,574.5,ये मे मतमिदं नित्यम्,ये मे मतमिदं नित्यम्,"ये, मे, मतम्, इदम्, नित्यम्",High,Correct,Exact match
Shloka,3,31,B,574.5,578.8,अनुतिष्ठन्ति मानवाः,अनुतिष्ठन्ति मानवाः,"अनुतिष्ठन्ति, मानवाः",High,Correct,Exact match
Shloka,3,31,C,578.8,582.8,श्रद्धावन्तोऽनसूयन्तो,श्रद्धावन्तोऽनसूयन्तो,"श्रद्धावन्तः, अनसूयन्तः",High,Correct,Exact match
Shloka,3,31,D,582.8,588.2,मुच्यन्ते तेऽपि कर्मभिः,मुच्यन्ते तेऽपि कर्मभिः,"मुच्यन्ते, ते, अपि, कर्मभिः",High,Correct,Exact match
Shloka,3,32,A,588.2,593,ये त्वेतदभ्यसूयन्तो,ये त्वेतदभ्यसूयन्तो,"ये, तु, एतत्, अभ्यसूयन्तः",High,Correct,Exact match
Shloka,3,32,B,593,597.2,नानुतिष्ठन्ति मे मतम्,नानुतिष्ठन्ति मे मतम्,"न, अनुतिष्ठन्ति, मे, मतम्",High,Correct,Exact match
Shloka,3,32,C,597.2,601.2,सर्वज्ञानविमूढांस्तान्,सर्वज्ञानविमूढांस्तान्,"सर्वज्ञानविमूढान्, तान्",High,Correct,Exact match
Shloka,3,32,D,601.2,606.5,विद्धि नष्टानचेतसः,विद्धि नष्टानचेतसः,"विद्धि, नष्टान्, अचेतसः",High,Correct,Exact match
Shloka,3,33,A,606.5,611,सदृशं चेष्टते स्वस्याः,सदृशं चेष्टते स्वस्याः,"सदृशम्, चेष्टते, स्वस्याः",High,Correct,Exact match
Shloka,3,33,B,611,615.2,प्रकृतेर्ज्ञानवानपि,प्रकृतेर्ज्ञानवानपि,"प्रकृतेः, ज्ञानवान्, अपि",High,Correct,Exact match
Shloka,3,33,C,615.2,619.2,प्रकृतिं यान्ति भूतानि,प्रकृतिं यान्ति भूतानि,"प्रकृतिम्, यान्ति, भूतानि",High,Correct,Exact match
Shloka,3,33,D,619.2,624.8,निग्रहः किं करिष्यति,निग्रहः किं करिष्यति,"निग्रहः, किम्, करिष्यति",High,Correct,Exact match
Shloka,3,34,A,624.8,629.5,इन्द्रियस्येन्द्रियस्यार्थे,इन्द्रियस्येन्द्रियस्यार्थे,"इन्द्रियस्य, इन्द्रियस्य, अर्थे",High,Correct,Exact match
Shloka,3,34,B,629.5,633.8,रागद्वेषौ व्यवस्थितौ,रागद्वेषौ व्यवस्थितौ,"रागद्वेषौ, व्यवस्थितौ",High,Correct,Exact match
Shloka,3,34,C,633.8,637.8,तयोर्न वशमागच्छेत्,तयोर्न वशमागच्छेत्,"तयोः, न, वशम्, आगच्छेत्",High,Correct,Exact match
Shloka,3,34,D,637.8,643.2,तौ ह्यस्य परिपन्थिनौ,तौ ह्यस्य परिपन्थिनौ,"तौ, हि, अस्य, परिपन्थिनौ",High,Correct,Exact match
Shloka,3,35,A,643.2,648,श्रेयान्स्वधर्मो विगुणः,श्रेयान्स्वधर्मो विगुणः,"श्रेयान, स्वधर्मः, विगुणः",High,Correct,Exact match
Shloka,3,35,B,648,652.2,परधर्मात्स्वनुष्ठितात्,परधर्मात्स्वनुष्ठितात्,"परधर्मात्, स्वनुष्ठितात्",High,Correct,Exact match
Shloka,3,35,C,652.2,656.2,स्वधर्मे निधनं श्रेयः,स्वधर्मे निधनं श्रेयः,"स्वधर्मे, निधनम्, श्रेयः",High,Correct,Exact match
Shloka,3,35,D,656.2,661.5,परधर्मो भयावहः,परधर्मो भयावहः,"परधर्मः, भयावहः",High,Correct,Exact match
Speaker_Label,3,36,-,661.5,665,अर्जुन उवाच,अर्जुन उवाच,-,High,Correct,Exact match
Shloka,3,36,A,665,669.5,अथ केन प्रयुक्तोऽयं,अथ केन प्रयुक्तोऽयं,"अथ, केन, प्रयुक्तः, अयम्",High,Correct,Exact match
Shloka,3,36,B,669.5,673.8,पापं चरति पूरुषः,पापं चरति पूरुषः,"पापम्, चरति, पूरुषः",High,Correct,Exact match
Shloka,3,36,C,673.8,677.8,अनिच्छन्नपि वार्ष्णेय,अनिच्छन्नपि वार्ष्णेय,"अनिच्छन्, अपि, वार्ष्णेय",High,Correct,Exact match
Shloka,3,36,D,677.8,683.2,बलादिव नियोजितः,बलादिव नियोजितः,"बलात्, इव, नियोजितः",High,Correct,Exact match
Speaker_Label,3,37,-,683.2,687,श्रीभगवानुवाच,श्रीभगवानुवाच,-,High,Correct,Exact match
Shloka,3,37,A,687,691.5,काम एष क्रोध एष,काम एष क्रोध एष,"कामः, एषः, क्रोधः, एषः",High,Correct,Exact match
Shloka,3,37,B,691.5,695.8,रजोगुणसमुद्भवः,रजोगुणसमुद्भवः,रजोगुणसमुद्भवः,High,Correct,Exact match
Shloka,3,37,C,695.8,699.8,महाशनो महापाप्मा,महाशनो महापाप्मा,"महाशनः, महापाप्मा",High,Correct,Exact match
Shloka,3,37,D,699.8,705.2,विद्ध्येनमिह वैरिणम्,विद्ध्येनमिह वैरिणम्,"विद्धि, एनम्, इह, वैरिणम्",High,Correct,Exact match
Shloka,3,38,A,705.2,710,धूमेनाव्रियते वह्निर्,धूमेनाव्रियते वह्निर्,"धूमेन, आव्रियते, वह्निः",High,Correct,Exact match
Shloka,3,38,B,710,714.2,यथादर्शो मलेन च,यथादर्शो मलेन च,"यथा, आदर्शः, मलेन, च",High,Correct,Exact match
Shloka,3,38,C,714.2,718.2,यथोल्बेनावृतो गर्भस्,यथोल्बेनावृतो गर्भस्,"यथा, उल्बेन, आवृतः, गर्भः",High,Correct,Exact match
Shloka,3,38,D,718.2,723.5,तथा तेनेदमावृतम्,तथा तेनेदमावृतम्,"तथा, तेन, इदम्, आवृतम्",High,Correct,Exact match
Shloka,3,39,A,723.5,728,आवृतं ज्ञानमेतेन,आवृतं ज्ञानमेतेन,"आवृतम्, ज्ञानम्, एतेन",High,Correct,Exact match
Shloka,3,39,B,728,732.2,ज्ञानिनो नित्यवैरिणा,ज्ञानिनो नित्यवैरिणा,"ज्ञानिनः, नित्यवैरिणा",High,Correct,Exact match
Shloka,3,39,C,732.2,736.2,कामरूपेण कौन्तेय,कामरूपेण कौन्तेय,"कामरूपेण, कौन्तेय",High,Correct,Exact match
Shloka,3,39,D,736.2,741.5,दुष्पूरेणानलेन च,दुष्पूरेणानलेन च,"दुष्पूरेण, अनलेन, च",High,Correct,Exact match
Shloka,3,40,A,741.5,746,इन्द्रियाणि मनो बुद्धीर्,इन्द्रियाणि मनो बुद्धीर्,"इन्द्रियाणि, मनः, बुद्धिः",High,Correct,Exact match
Shloka,3,40,B,746,750.2,अस्याधिष्ठानमुच्यते,अस्याधिष्ठानमुच्यते,"अस्य, अधिष्ठानम्, उच्यते",High,Correct,Exact match
Shloka,3,40,C,750.2,754.2,एतैर्विमोहयत्येष,एतैर्विमोहयत्येष,"एतैः, विमोहयति, एषः",High,Correct,Exact match
Shloka,3,40,D,754.2,759.8,ज्ञानमावृत्य देहिनम्,ज्ञानमावृत्य देहिनम्,"ज्ञानम्, आवृत्य, देहिनम्",High,Correct,Exact match
Shloka,3,41,A,759.8,764.5,तस्मात्त्वमिन्द्रियाण्यादौ,तस्मात्त्वमिन्द्रियाण्यादौ,"तस्मात्, त्वम्, इन्द्रियाणि, आदौ",High,Correct,Exact match
Shloka,3,41,B,764.5,768.8,नियम्य भरतर्षभ,नियम्य भरतर्षभ,"नियम्य, भरतर्षभ",High,Correct,Exact match
Shloka,3,41,C,768.8,772.8,पाप्मानं प्रजहि ह्येनं,पाप्मानं प्रजहि ह्येनं,"पाप्मानम्, प्रजहि, हि, एनम्",High,Correct,Exact match
Shloka,3,41,D,772.8,778.2,ज्ञानविज्ञाननाशनम्,ज्ञानविज्ञाननाशनम्,ज्ञानविज्ञाननाशनम्,High,Correct,Exact match
Shloka,3,42,A,778.2,783,इन्द्रियाणि पराण्याहुर्,इन्द्रियाणि पराण्याहुर्,"इन्द्रियाणि, पराणि, आहुः",High,Correct,Exact match
Shloka,3,42,B,783,787.2,इन्द्रियेभ्यः परं मनः,इन्द्रियेभ्यः परं मनः,"इन्द्रियेभ्यः, परम्, मनः",High,Correct,Exact match
Shloka,3,42,C,787.2,791.2,मनसस्तु परा बुद्धिर्,मनसस्तु परा बुद्धिर्,"मनसः, तु, परा, बुद्धिः",High,Correct,Exact match
Shloka,3,42,D,791.2,796.5,यो बुद्धेः परतस्तु सः,यो बुद्धेः परतस्तु सः,"यः, बुद्धेः, परतः, तु, सः",High,Correct,Exact match
Shloka,3,43,A,796.5,801,एवं बुद्धेः परं बुद्ध्वा,एवं बुद्धेः परं बुद्ध्वा,"एवम्, बुद्धेः, परम्, बुद्ध्वा",High,Correct,Exact match
Shloka,3,43,B,801,805.2,संस्तभ्यात्मानमात्मना,संस्तभ्यात्मानमात्मना,"संस्तभ्य, आत्मानम्, आत्मना",High,Correct,Exact match
